block_number,timestamp,gas_used,gas_limit,base_fee,transaction_count,priority_fee,mempool_size,gas_price_gwei
24688922,2026-03-19 03:44:23,33269344,60000000,109490192,655,129988778,,0.239479
24688923,2026-03-19 03:44:35,28888595,60000000,110981696,426,188009250,,0.298991
24688924,2026-03-19 03:44:47,22517009,60000000,110467756,420,144243714,,0.254711
24688925,2026-03-19 03:44:59,35410573,60000000,107023468,701,219304869,,0.326328
24688926,2026-03-19 03:45:11,18121522,60000000,109436210,266,279172492,,0.388609
24688927,2026-03-19 03:45:23,38620478,60000000,104019812,555,380007477,,0.484027
24688928,2026-03-19 03:45:35,9385830,60000000,107756064,49,1087596154,,1.195352
24688929,2026-03-19 03:45:47,36246463,60000000,98500640,427,135950210,,0.234451
24688930,2026-03-19 03:45:59,52203469,60000000,101064309,1088,105251606,,0.206316
24688931,2026-03-19 03:46:11,30230118,60000000,110414218,256,463518922,,0.573933
24688932,2026-03-19 03:46:23,19748626,59941408,110520085,154,619579402,,0.730099
24688933,2026-03-19 03:46:35,9884093,59999943,105808214,139,433182691,,0.538991
24688934,2026-03-19 03:46:47,22867579,60000000,96939768,458,278362841,,0.375303
24688935,2026-03-19 03:46:59,59762646,60000000,94058872,1523,61068703,,0.155128
24688936,2026-03-19 03:47:11,33473670,60000000,105723209,465,469024072,,0.574747
24688937,2026-03-19 03:47:23,11427699,60000000,107253407,240,229794141,,0.337048
24688938,2026-03-19 03:47:35,10860967,60000000,98953647,125,943853977,,1.042808
24688939,2026-03-19 03:47:47,59992298,60000000,91062493,872,176302184,,0.267365
24688940,2026-03-19 03:47:59,34589804,60000000,102442382,595,253007320,,0.35545
24688941,2026-03-19 03:48:11,26281508,59941408,104401508,365,267275738,,0.371677
24688942,2026-03-19 03:48:23,33961336,59999943,102795116,375,231732732,,0.334528
24688943,2026-03-19 03:48:35,5733851,60000000,104491821,75,964834441,,1.069326
24688944,2026-03-19 03:48:47,59979648,60000000,93926763,1022,81613087,,0.17554
24688945,2026-03-19 03:48:59,19499994,60000000,105659643,355,193634626,,0.299294
24688946,2026-03-19 03:49:11,28659739,60000000,101037031,390,222785425,,0.323822
24688947,2026-03-19 03:49:23,46298779,60000000,100472798,709,120053281,,0.220526
24688948,2026-03-19 03:49:35,7677516,60000000,107296064,116,157821047,,0.265117
24688949,2026-03-19 03:49:47,33893956,60000000,97316420,717,121951419,,0.219268
24688950,2026-03-19 03:49:59,45879634,60000000,98895361,607,112176820,,0.211072
24688951,2026-03-19 03:50:11,15854497,60000000,105438786,179,716971269,,0.82241
24688952,2026-03-19 03:50:23,46052778,60000000,99224267,548,237696758,,0.336921
24688953,2026-03-19 03:50:35,14010794,59941408,105861038,216,322500273,,0.428361
24688954,2026-03-19 03:50:47,53554613,59999943,98814438,1072,85170132,,0.183985
24688955,2026-03-19 03:50:59,25755266,60000000,108512525,363,315874680,,0.424387
24688956,2026-03-19 03:51:11,13191692,60000000,106593330,95,643252202,,0.749846
24688957,2026-03-19 03:51:23,33313130,60000000,99128107,454,202860385,,0.301988
24688958,2026-03-19 03:51:35,22497293,60000000,100496541,520,59906854,,0.160403
24688959,2026-03-19 03:51:47,55158584,60000000,97354891,987,127186275,,0.224541
24688960,2026-03-19 03:51:59,16894094,60000000,107560354,223,503288123,,0.610848
24688961,2026-03-19 03:52:11,23550701,60000000,101686705,347,347004178,,0.448691
24688962,2026-03-19 03:52:23,9286185,60000000,98954172,120,830825233,,0.929779
24688963,2026-03-19 03:52:35,22844336,60000000,90413679,699,47882273,,0.138296
24688964,2026-03-19 03:52:47,32129846,60000000,87717972,373,268536050,,0.356254
24688965,2026-03-19 03:52:59,31693785,59941408,88496412,560,211683297,,0.30018
24688966,2026-03-19 03:53:11,23969264,59999943,89132393,393,342105877,,0.431238
24688967,2026-03-19 03:53:23,30883458,60000000,86892677,310,1073701307,,1.160594
24688968,2026-03-19 03:53:35,19271445,60000000,87212535,307,412022371,,0.499235
24688969,2026-03-19 03:53:47,24808419,60000000,83313934,518,278057242,,0.361371
24688970,2026-03-19 03:53:59,54587570,60000000,81511722,1494,57441156,,0.138953
24688971,2026-03-19 03:54:11,16649003,60000000,89862451,236,465954276,,0.555817
24688972,2026-03-19 03:54:23,17737509,60000000,84863479,210,463893058,,0.548757
24688973,2026-03-19 03:54:35,26860103,59941408,80527489,290,247513463,,0.328041
24688974,2026-03-19 03:54:47,44388857,59999943,79482766,1070,60221410,,0.139704
24688975,2026-03-19 03:54:59,38876112,60000000,84248055,981,33265495,,0.117514
24688976,2026-03-19 03:55:11,40109784,60000000,87363868,317,294937048,,0.382301
24688977,2026-03-19 03:55:23,28235888,60000000,91043992,506,223046546,,0.314091
24688978,2026-03-19 03:55:35,19527795,59941408,90374777,439,112538285,,0.202913
24688979,2026-03-19 03:55:47,29667308,59999943,86438535,1035,33811221,,0.12025
24688980,2026-03-19 03:55:59,35776964,60000000,86318723,423,253389543,,0.339708
24688981,2026-03-19 03:56:11,6624240,60000000,88396473,178,237072231,,0.325469
24688982,2026-03-19 03:56:23,32278192,60000000,79786745,909,44834921,,0.124622
24688983,2026-03-19 03:56:35,8847880,60000000,80544118,96,1095991197,,1.176535
24688984,2026-03-19 03:56:47,18460330,60000000,73445457,223,642835469,,0.716281
24688985,2026-03-19 03:56:59,17481419,60000000,69914056,223,484585764,,0.5545
24688986,2026-03-19 03:57:11,44511672,60000000,66267287,775,117601273,,0.183869
24688987,2026-03-19 03:57:23,59982213,60000000,70274158,1325,72112860,,0.142387
24688988,2026-03-19 03:57:35,24303504,60000000,79053219,520,129408265,,0.208461
24688989,2026-03-19 03:57:47,20071750,60000000,77176860,605,107311887,,0.184489
24688990,2026-03-19 03:57:59,6326354,60000000,73984231,81,1316301464,,1.390286
24688991,2026-03-19 03:58:11,59982688,60000000,66686413,1088,89955696,,0.156642
24688992,2026-03-19 03:58:23,37540574,60000000,75017404,778,86912235,,0.16193
24688993,2026-03-19 03:58:35,26118593,60000000,77374380,388,244275861,,0.32165
24688994,2026-03-19 03:58:47,58503554,60000000,76123041,1365,71720030,,0.147843
24688995,2026-03-19 03:58:59,11956924,60000000,85163779,113,785699503,,0.870863
24688996,2026-03-19 03:59:11,14128793,60000000,78761211,223,202553771,,0.281315
24688997,2026-03-19 03:59:23,44517270,60000000,73552730,483,258995088,,0.332548
24688998,2026-03-19 03:59:35,29102718,60000000,78001833,323,258014585,,0.336016
24688999,2026-03-19 03:59:47,34555519,60000000,77710210,653,60153158,,0.137863
24689000,2026-03-19 03:59:59,34845226,60000000,79185253,368,282578028,,0.361763
24689001,2026-03-19 04:00:11,17433028,60000000,80783879,204,501467616,,0.582251
24689002,2026-03-19 04:00:23,59924310,59941408,76553843,1304,77888121,,0.154442
24689003,2026-03-19 04:00:35,19746929,59999943,86117614,338,451145435,,0.537263
24689004,2026-03-19 04:00:47,39823602,60000000,82438580,428,184034001,,0.266473
24689005,2026-03-19 04:00:59,6913728,60000000,85812929,165,324506939,,0.41032
24689006,2026-03-19 04:01:11,36245714,60000000,77558344,419,718793649,,0.796352
24689007,2026-03-19 04:01:23,37186226,60000000,79576707,400,281646895,,0.361224
24689008,2026-03-19 04:01:35,11194802,60000000,81959441,89,1203240751,,1.2852
24689009,2026-03-19 04:01:47,59982390,60000000,75537510,980,87409574,,0.162947
24689010,2026-03-19 04:01:59,20177242,60000000,84974156,327,262781130,,0.347755
24689011,2026-03-19 04:02:11,21421216,60000000,81496321,192,594780401,,0.676277
24689012,2026-03-19 04:02:23,18563254,60000000,78583241,346,286058474,,0.364642
24689013,2026-03-19 04:02:35,13706821,60000000,74838506,210,354447901,,0.429286
24689014,2026-03-19 04:02:47,52934611,60000000,69757852,2049,24081549,,0.093839
24689015,2026-03-19 04:02:59,44033868,60000000,76423973,473,268864286,,0.345288
24689016,2026-03-19 04:03:11,11756940,60000000,80892822,164,295546178,,0.376439
24689017,2026-03-19 04:03:23,59888296,60000000,74743937,1313,108483517,,0.183227
24689018,2026-03-19 04:03:35,32704962,60000000,84052140,311,289173572,,0.373226
24689019,2026-03-19 04:03:47,10312801,60000000,84999464,145,526580057,,0.61158
24689020,2026-03-19 04:03:59,9670258,60000000,78026959,98,799383018,,0.87741
24689021,2026-03-19 04:04:11,59981561,60000000,71417510,1039,111433022,,0.182851
24689022,2026-03-19 04:04:23,31175194,60000000,80339211,717,117435138,,0.197774
24689023,2026-03-19 04:04:35,28094177,60000000,80732603,207,240207762,,0.32094
24689024,2026-03-19 04:04:47,35315079,60000000,80091512,651,162006296,,0.242098
24689025,2026-03-19 04:04:59,22254889,60000000,81865231,219,554054241,,0.635919
24689026,2026-03-19 04:05:11,23071936,60000000,79223334,156,473713192,,0.552937
24689027,2026-03-19 04:05:23,19582116,59941408,76936400,189,473775776,,0.550712
24689028,2026-03-19 04:05:35,10629637,59999943,73602893,71,2136549203,,2.210152
24689029,2026-03-19 04:05:47,59912732,60000000,67662419,1836,55534520,,0.123197
24689030,2026-03-19 04:05:59,5096939,60000000,76095618,70,634643924,,0.71074
24689031,2026-03-19 04:06:11,25504599,60000000,68199728,263,758587773,,0.826788
24689032,2026-03-19 04:06:23,59914230,59941408,66922290,393,292200236,,0.359123
24689033,2026-03-19 04:06:35,7936963,59882873,75279990,57,1001956284,,1.077236
24689034,2026-03-19 04:06:47,13435237,59941351,68364422,59,1257837666,,1.326202
24689035,2026-03-19 04:06:59,28786385,59999886,63649665,316,438538311,,0.502188
24689036,2026-03-19 04:07:11,59351848,60000000,63327821,584,279689529,,0.343017
24689037,2026-03-19 04:07:23,49211061,60000000,71072773,458,723455444,,0.794528
24689038,2026-03-19 04:07:35,10708147,60000000,76761870,43,3451036450,,3.527798
24689039,2026-03-19 04:07:47,21036705,60000000,70591543,86,3576556230,,3.647148
24689040,2026-03-19 04:07:59,11606920,60000000,67955157,84,878643606,,0.946599
24689041,2026-03-19 04:08:11,15475886,59941408,62747222,48,1369728310,,1.432476
24689042,2026-03-19 04:08:23,59989230,59999943,58953895,755,457152371,,0.516106
24689043,2026-03-19 04:08:35,13684992,60000000,66320500,77,1907179041,,1.9735
24689044,2026-03-19 04:08:47,15543819,60000000,61812086,202,437720085,,0.499532
24689045,2026-03-19 04:08:59,29357186,60000000,58088892,90,2417816311,,2.475905
24689046,2026-03-19 04:09:11,59361674,60000000,57933308,183,952080311,,1.010014
24689047,2026-03-19 04:09:23,53964628,59941408,65020886,721,205739886,,0.270761
24689048,2026-03-19 04:09:35,51365521,59999943,71527682,955,73801751,,0.145329
24689049,2026-03-19 04:09:47,37133896,60000000,77895305,909,37432697,,0.115328
24689050,2026-03-19 04:09:59,15690965,60000000,80210709,194,252922991,,0.333134
24689051,2026-03-19 04:10:11,43746899,60000000,75428468,879,262883363,,0.338312
24689052,2026-03-19 04:10:23,17673541,60000000,79748916,90,2029120299,,2.108869
24689053,2026-03-19 04:10:35,42478484,59941408,75652993,630,104477299,,0.18013
24689054,2026-03-19 04:10:47,19425891,59999943,79599559,323,603725727,,0.683325
24689055,2026-03-19 04:10:59,16179472,60000000,76092506,103,886422251,,0.962515
24689056,2026-03-19 04:11:11,37035798,60000000,71710679,882,88813149,,0.160524
24689057,2026-03-19 04:11:23,32856980,60000000,73812936,428,381233813,,0.455047
24689058,2026-03-19 04:11:35,59905063,60000000,74691611,1193,115644529,,0.190336
24689059,2026-03-19 04:11:47,23630307,59941408,83998516,323,418134839,,0.502133
24689060,2026-03-19 04:11:59,20288729,59999943,81777248,156,596333976,,0.678111
24689061,2026-03-19 04:12:11,30148765,59941351,78468251,550,168802038,,0.24727
24689062,2026-03-19 04:12:23,39181203,59882816,78526534,630,147148975,,0.225676
24689063,2026-03-19 04:12:35,23808174,59941294,81555654,391,493875789,,0.575431
24689064,2026-03-19 04:12:47,21634907,59999829,79459501,257,837043427,,0.916503
24689065,2026-03-19 04:12:59,29571247,60000000,76689997,386,317658574,,0.394349
24689066,2026-03-19 04:13:11,51818528,60000000,76552993,867,143653870,,0.220207
24689067,2026-03-19 04:13:23,12979705,60000000,83512466,85,303381152,,0.386894
24689068,2026-03-19 04:13:35,59984780,60000000,77589938,1016,109631711,,0.187222
24689069,2026-03-19 04:13:47,28669888,60000000,87283759,255,555399767,,0.642684
24689070,2026-03-19 04:13:59,20917597,60000000,86800021,352,409797561,,0.496598
24689071,2026-03-19 04:14:11,26739503,60000000,83515218,432,664863947,,0.748379
24689072,2026-03-19 04:14:23,12762622,60000000,82380631,262,292635879,,0.375017
24689073,2026-03-19 04:14:35,8230602,60000000,76463856,182,307974153,,0.384438
24689074,2026-03-19 04:14:47,39797510,60000000,69528139,502,522692764,,0.592221
24689075,2026-03-19 04:14:59,56122845,60000000,72366483,1516,68738661,,0.141105
24689076,2026-03-19 04:15:11,25032985,60000000,80243226,530,373708322,,0.453952
24689077,2026-03-19 04:15:23,17696770,60000000,78582521,231,679705450,,0.758288
24689078,2026-03-19 04:15:35,26658508,60000000,74554110,269,750821935,,0.825376
24689079,2026-03-19 04:15:47,48463772,60000000,73516102,777,86694529,,0.160211
24689080,2026-03-19 04:15:59,28841479,60000000,79171870,301,267369355,,0.346541
24689081,2026-03-19 04:16:11,20257102,60000000,78789694,246,605898625,,0.684688
24689082,2026-03-19 04:16:23,44323507,60000000,75591195,459,186196212,,0.261787
24689083,2026-03-19 04:16:35,16203688,60000000,80102574,301,484456435,,0.564559
24689084,2026-03-19 04:16:47,29543102,60000000,75497907,389,162891430,,0.238389
24689085,2026-03-19 04:16:59,11718633,60000000,75354179,167,181255851,,0.25661
24689086,2026-03-19 04:17:11,59877423,60000000,69614274,1542,64031141,,0.133645
24689087,2026-03-19 04:17:23,23071745,60000000,78280503,329,334474597,,0.412755
24689088,2026-03-19 04:17:35,20765779,60000000,76020723,357,277129133,,0.35315
24689089,2026-03-19 04:17:47,15113792,60000000,73095756,205,430453619,,0.503549
24689090,2026-03-19 04:17:59,50392987,60000000,68561929,876,102355029,,0.170917
24689091,2026-03-19 04:18:11,35999988,60000000,74387689,632,217562906,,0.291951
24689092,2026-03-19 04:18:23,17935958,60000000,76247377,316,248538765,,0.324786
24689093,2026-03-19 04:18:35,20873519,60000000,72414663,159,603601282,,0.676016
24689094,2026-03-19 04:18:47,17737124,60000000,69660951,189,544923599,,0.614585
24689095,2026-03-19 04:18:59,59991905,60000000,66101603,497,136257788,,0.202359
24689096,2026-03-19 04:19:11,14325784,60000000,74362073,225,404056460,,0.478419
24689097,2026-03-19 04:19:23,55710024,60000000,69505544,1268,87425156,,0.156931
24689098,2026-03-19 04:19:35,11739059,60000000,76951332,130,535749427,,0.612701
24689099,2026-03-19 04:19:47,20925452,60000000,71096317,616,50212818,,0.121309
24689100,2026-03-19 04:19:59,43024625,60000000,68408122,813,132109453,,0.200518
24689101,2026-03-19 04:20:11,17854197,60000000,72120580,343,433933890,,0.506054
24689102,2026-03-19 04:20:23,59992515,60000000,68470737,1059,137773262,,0.206244
24689103,2026-03-19 04:20:35,29195610,60000000,77027443,231,419647166,,0.496675
24689104,2026-03-19 04:20:47,40538041,60000000,76769276,486,330446998,,0.407216
24689105,2026-03-19 04:20:59,20400771,60000000,80140100,300,243910118,,0.32405
24689106,2026-03-19 04:21:11,28156017,60000000,76934754,390,274690367,,0.351625
24689107,2026-03-19 04:21:23,12638614,60000000,76343645,88,950029280,,1.026373
24689108,2026-03-19 04:21:35,59997120,60000000,70821014,1156,84186679,,0.155008
24689109,2026-03-19 04:21:47,22313987,60000000,79672790,290,207429184,,0.287102
24689110,2026-03-19 04:21:59,29520484,60000000,77121265,320,390305057,,0.467426
24689111,2026-03-19 04:22:11,26541198,60000000,76967178,269,340770473,,0.417738
24689112,2026-03-19 04:22:23,11079167,60000000,75857953,114,933413788,,1.009272
24689113,2026-03-19 04:22:35,12139211,60000000,69877555,94,715144034,,0.785022
24689114,2026-03-19 04:22:47,37459845,60000000,64677271,763,249400722,,0.314078
24689115,2026-03-19 04:22:59,52373524,60000000,66687614,793,104538123,,0.171226
24689116,2026-03-19 04:23:11,31149576,60000000,72904434,494,196701400,,0.269606
24689117,2026-03-19 04:23:23,29447348,60000000,73253638,442,188712895,,0.261967
24689118,2026-03-19 04:23:35,10235214,60000000,73084956,84,857467592,,0.930553
24689119,2026-03-19 04:23:47,59991597,60000000,67066171,1231,66521936,,0.133588
24689120,2026-03-19 04:23:59,16662104,59941408,75447094,242,122508148,,0.197955
24689121,2026-03-19 04:24:11,30062292,59882873,71259275,507,180264915,,0.251524
24689122,2026-03-19 04:24:23,32819353,59941351,71295228,458,232355232,,0.30365
24689123,2026-03-19 04:24:35,33921415,59999886,72142294,260,325700883,,0.397843
24689124,2026-03-19 04:24:47,35211432,60000000,73321062,505,894519198,,0.96784
24689125,2026-03-19 04:24:59,17026236,60000000,74913177,281,168574356,,0.243488
24689126,2026-03-19 04:25:11,18397987,60000000,70863570,244,369519023,,0.440383
24689127,2026-03-19 04:25:23,32978225,60000000,67437904,216,1049566960,,1.117005
24689128,2026-03-19 04:25:35,15613483,60000000,68274759,105,836844255,,0.905119
24689129,2026-03-19 04:25:47,59914763,60000000,64182110,531,176470167,,0.240652
24689130,2026-03-19 04:25:59,4389595,60000000,72182079,41,1006409860,,1.078592
24689131,2026-03-19 04:26:11,8853107,60000000,64479528,69,942229846,,1.006709
24689132,2026-03-19 04:26:23,57763183,60000000,58798105,686,160423560,,0.219222
24689133,2026-03-19 04:26:35,59876082,60000000,65599865,1951,57536365,,0.123136
24689134,2026-03-19 04:26:47,30235780,60000000,73765977,609,290534376,,0.3643
24689135,2026-03-19 04:26:59,23160893,59941408,73838445,247,220578597,,0.294417
24689136,2026-03-19 04:27:11,28862324,59999943,71741290,474,1057833286,,1.129575
24689137,2026-03-19 04:27:23,35094545,59941351,71401222,508,200160348,,0.271562
24689138,2026-03-19 04:27:35,32563502,59999886,72927090,378,299570680,,0.372498
24689139,2026-03-19 04:27:59,34706621,60000000,73706061,356,512912991,,0.586619
24689140,2026-03-19 04:28:11,45306373,60000000,75151504,469,319046917,,0.394198
24689141,2026-03-19 04:28:23,22806670,59941408,79944407,318,383233907,,0.463178
24689142,2026-03-19 04:28:35,22685569,59882873,77555723,324,261719709,,0.339275
24689143,2026-03-19 04:28:47,21775423,59941351,75206412,295,505109647,,0.580316
24689144,2026-03-19 04:28:59,19282308,59882816,72635835,120,1000785383,,1.073421
24689145,2026-03-19 04:29:11,59924171,59941294,69403553,1390,70527415,,0.139931
24689146,2026-03-19 04:29:23,17645538,59999829,78074040,160,547815192,,0.625889
24689147,2026-03-19 04:29:35,22174479,60000000,74055045,386,138667247,,0.212722
24689148,2026-03-19 04:29:47,6413368,60000000,71640382,81,1750834662,,1.822475
24689149,2026-03-19 04:29:59,59971242,60000000,64599735,682,129568412,,0.194168
24689150,2026-03-19 04:30:11,44981136,60000000,72666961,785,173587200,,0.246254
24689151,2026-03-19 04:30:23,27661090,60000000,77202934,394,314864609,,0.392068
24689152,2026-03-19 04:30:35,19446988,60000000,76450557,294,356430232,,0.432881
24689153,2026-03-19 04:30:47,22980384,60000000,73088959,456,301437677,,0.374527
24689154,2026-03-19 04:30:59,18314156,60000000,70951224,366,164381830,,0.235333
24689155,2026-03-19 04:31:11,59979560,60000000,67496537,1374,81343646,,0.14884
24689156,2026-03-19 04:31:23,29015832,60000000,75927855,464,307441029,,0.383369
24689157,2026-03-19 04:31:35,9206502,60000000,75616498,114,272046649,,0.347663
24689158,2026-03-19 04:31:47,41915937,60000000,69065117,800,176235577,,0.245301
24689159,2026-03-19 04:31:59,22343906,60000000,72494181,333,371467425,,0.443962
24689160,2026-03-19 04:32:11,26731139,60000000,70181589,474,270955874,,0.341137
24689161,2026-03-19 04:32:23,29812375,60000000,69225698,209,339886483,,0.409112
24689162,2026-03-19 04:32:35,20186132,60000000,69171580,263,295120776,,0.364292
24689163,2026-03-19 04:32:47,23441786,60000000,66343077,223,435074588,,0.501418
24689164,2026-03-19 04:32:59,41045862,59941408,64530194,428,226896843,,0.291427
24689165,2026-03-19 04:33:11,49973318,59999943,67510946,1403,97078301,,0.164589
24689166,2026-03-19 04:33:23,24376040,60000000,73129366,333,323732898,,0.396862
24689167,2026-03-19 04:33:35,11836725,60000000,71415714,165,180147859,,0.251564
24689168,2026-03-19 04:33:47,15906445,60000000,66010951,255,174479735,,0.240491
24689169,2026-03-19 04:33:59,50526672,60000000,62134581,601,172233302,,0.234368
24689170,2026-03-19 04:34:11,25720601,60000000,67448815,436,281010862,,0.34846
24689171,2026-03-19 04:34:23,11242664,60000000,66246147,90,1374867066,,1.441113
24689172,2026-03-19 04:34:35,59986378,60000000,61068642,1044,89757834,,0.150826
24689173,2026-03-19 04:34:47,27174935,60000000,68698756,412,268610908,,0.33731
24689174,2026-03-19 04:34:59,24879332,60000000,67890096,408,137962815,,0.205853
24689175,2026-03-19 04:35:11,9934318,60000000,66441585,165,455451141,,0.521893
24689176,2026-03-19 04:35:23,40003200,59941408,60886603,343,232184011,,0.293071
24689177,2026-03-19 04:35:35,59867377,59882873,63434276,1700,39196670,,0.102631
24689178,2026-03-19 04:35:47,18522926,59824395,71359457,391,173136209,,0.244496
24689179,2026-03-19 04:35:59,17701453,59882816,67963133,190,387135290,,0.455098
24689180,2026-03-19 04:36:11,29054705,59941294,64490244,336,313906031,,0.378396
24689181,2026-03-19 04:36:23,18021749,59999829,64243881,225,329550355,,0.393794
24689182,2026-03-19 04:36:35,20193473,60000000,61037523,524,59318190,,0.120356
24689183,2026-03-19 04:36:47,59927275,59941408,58543498,1216,92308267,,0.150852
24689184,2026-03-19 04:36:59,27542105,59999943,65857984,310,9547782357,,9.61364
24689185,2026-03-19 04:37:11,13001903,60000000,65183525,220,974640960,,1.039824
24689186,2026-03-19 04:37:23,25698462,60000000,60566876,206,326174347,,0.386741
24689187,2026-03-19 04:37:35,59371893,60000000,59481332,1272,83872484,,0.143354
24689188,2026-03-19 04:37:47,25446582,60000000,66760829,343,176958668,,0.243719
24689189,2026-03-19 04:37:59,39097676,60000000,65494205,665,128614893,,0.194109
24689190,2026-03-19 04:38:11,14442794,59941408,67976892,176,374976599,,0.442953
24689191,2026-03-19 04:38:23,29436060,59999943,63574514,442,188244600,,0.251819
24689192,2026-03-19 04:38:35,20809244,60000000,63425138,261,281671041,,0.345096
24689193,2026-03-19 04:38:47,23918026,60000000,60996284,500,142258176,,0.203254
24689194,2026-03-19 04:38:59,7930639,60000000,59450544,179,307219611,,0.36667
24689195,2026-03-19 04:39:11,29001661,60000000,53983730,252,560599827,,0.614584
24689196,2026-03-19 04:39:23,8134272,60000000,53759172,96,993793399,,1.047553
24689197,2026-03-19 04:39:35,33277686,60000000,48861325,928,30916305,,0.079778
24689198,2026-03-19 04:39:47,59970769,60000000,49528625,522,275700329,,0.325229
24689199,2026-03-19 04:39:59,16290095,60000000,55713670,128,571084784,,0.626798
24689200,2026-03-19 04:40:11,59990339,60000000,52531049,1201,91745617,,0.144277
24689201,2026-03-19 04:40:23,22991142,60000000,59095315,235,307284718,,0.36638
24689202,2026-03-19 04:40:35,46676894,60000000,57369521,437,266649807,,0.324019
24689203,2026-03-19 04:40:47,26552716,59941408,61355960,452,196579778,,0.257936
24689204,2026-03-19 04:40:59,16759798,59999943,60481298,97,567001871,,0.627483
24689205,2026-03-19 04:41:11,38836197,60000000,57144700,684,507081241,,0.564226
24689206,2026-03-19 04:41:23,43590116,60000000,59248624,661,81333285,,0.140582
24689207,2026-03-19 04:41:35,24084531,60000000,62603605,151,595595964,,0.6582
24689208,2026-03-19 04:41:47,23923949,60000000,61060565,356,366728981,,0.42779
24689209,2026-03-19 04:41:59,12596426,60000000,59514703,84,517355512,,0.57687
24689210,2026-03-19 04:42:11,23534499,59941408,55199001,267,421790426,,0.476989
24689211,2026-03-19 04:42:23,42403359,59999943,53717254,428,162986142,,0.216703
24689212,2026-03-19 04:42:35,57911770,59941351,56493406,1344,35311045,,0.091804
24689213,2026-03-19 04:42:47,33454929,59882816,63076873,587,181394065,,0.244471
24689214,2026-03-19 04:42:59,38868906,59824338,64002104,521,191712270,,0.255714
24689215,2026-03-19 04:43:11,17628907,59882759,66397659,394,130053009,,0.196451
24689216,2026-03-19 04:43:23,6354575,59941237,62984660,81,974483659,,1.037468
24689217,2026-03-19 04:43:35,15336577,59999772,56780883,123,1001999220,,1.05878
24689218,2026-03-19 04:43:47,45051900,60000000,53311722,595,225123905,,0.278436
24689219,2026-03-19 04:43:59,20740224,60000000,56655233,360,139082812,,0.195738
24689220,2026-03-19 04:44:11,33391556,60000000,54469339,404,164175865,,0.218645
24689221,2026-03-19 04:44:23,21254583,60000000,55239071,406,229925413,,0.285164
24689222,2026-03-19 04:44:35,19432151,60000000,53226202,267,203926041,,0.257152
24689223,2026-03-19 04:44:47,44146729,60000000,50882509,776,76827769,,0.12771
24689224,2026-03-19 04:44:59,20297266,60000000,53881763,571,115406060,,0.169288
24689225,2026-03-19 04:45:11,59990367,60000000,51703428,1036,157351503,,0.209055
24689226,2026-03-19 04:45:23,25327861,59941408,58164281,289,258225971,,0.31639
24689227,2026-03-19 04:45:35,26978518,59999943,57037983,406,144073700,,0.201112
24689228,2026-03-19 04:45:47,41587326,60000000,56319910,922,168747657,,0.225068
24689229,2026-03-19 04:45:59,19801073,60000000,59039064,201,361032951,,0.420072
24689230,2026-03-19 04:46:11,16260486,59941408,56530168,227,246668464,,0.303199
24689231,2026-03-19 04:46:23,12180630,59999943,53297675,157,686045919,,0.739344
24689232,2026-03-19 04:46:35,27462628,60000000,49340466,92,462866184,,0.512207
24689233,2026-03-19 04:46:47,38987181,60000000,48818820,582,217723808,,0.266543
24689234,2026-03-19 04:46:59,54006702,60000000,50646918,1527,50476213,,0.101123
24689235,2026-03-19 04:47:11,24799156,59941408,55713024,425,164763002,,0.220476
24689236,2026-03-19 04:47:23,29927754,59999943,54511340,253,198330139,,0.252841
24689237,2026-03-19 04:47:35,35933962,60000000,54494938,410,166460950,,0.220956
24689238,2026-03-19 04:47:47,18435008,60000000,55842316,281,322855480,,0.378698
24689239,2026-03-19 04:47:59,40811998,59941408,53151417,705,97115875,,0.150267
24689240,2026-03-19 04:48:11,17445097,59882873,55554722,278,145328462,,0.200883
24689241,2026-03-19 04:48:23,8338713,59941351,52656437,147,294808999,,0.347465
24689242,2026-03-19 04:48:35,45007870,59999886,47905702,839,121896056,,0.169802
24689243,2026-03-19 04:48:47,19020403,60000000,50901396,272,241582535,,0.292484
24689244,2026-03-19 04:48:59,16418195,60000000,48572743,80,558424427,,0.606997
24689245,2026-03-19 04:49:11,22014887,60000000,45823970,125,407616173,,0.45344
24689246,2026-03-19 04:49:23,50580639,59941408,44299347,892,144028246,,0.188328
24689247,2026-03-19 04:49:35,25781470,59882873,48107259,204,250792425,,0.2989
24689248,2026-03-19 04:49:47,18967185,59941351,47271776,259,217905660,,0.265177
24689249,2026-03-19 04:49:59,35049876,59882816,45102345,449,121671285,,0.166774
24689250,2026-03-19 04:50:11,58634195,59824338,46064239,778,360416000,,0.40648
24689251,2026-03-19 04:50:23,8144229,59882759,51593168,67,978790774,,1.030384
24689252,2026-03-19 04:50:35,14731691,59941237,46898228,72,1162449779,,1.209348
24689253,2026-03-19 04:50:47,59876706,59999772,43917481,377,170645053,,0.214563
24689254,2026-03-19 04:50:59,41707621,60000000,49384646,380,175048988,,0.224434
24689255,2026-03-19 04:51:11,53754174,60000000,51793715,811,134431214,,0.186225
24689256,2026-03-19 04:51:23,17625857,60000000,56920035,291,99205019,,0.156125
24689257,2026-03-19 04:51:35,59938915,59941408,53985299,756,133827700,,0.187813
24689258,2026-03-19 04:51:47,23052842,59999943,60732900,219,245344433,,0.306077
24689259,2026-03-19 04:51:59,41976050,60000000,58974902,512,149487777,,0.208463
